rainfall,temperature,soil_ph,fertilizer_used,crop_type,irrigation_type,crop_yield
908,39.89910511221716,6.190026511863109,136,Wheat,Flood Irrigation,79.95479822850785
1175,26.662951168078823,5.861700657331836,119,Wheat,Flood Irrigation,60.57484311255736
434,33.06962245541531,5.730859604887628,95,Wheat,Flood Irrigation,57.88830862208404
605,38.34297189647284,7.5888663276344195,291,Wheat,Sprinkler Irrigation,91.23475942944798
1425,35.48942172032234,6.519624891304199,157,Rice,Drip Irrigation,80.9141210030595
1421,17.42044305229593,7.674300314586285,172,Barley,Flood Irrigation,61.21133573029603
965,23.516324059302804,5.696069022396827,220,Soybean,Sprinkler Irrigation,59.545232763428
1102,13.87478245454485,6.445871013491831,286,Wheat,Flood Irrigation,69.1076546280459
801,38.62153081776167,7.118473877126012,70,Rice,Flood Irrigation,70.63835006457401
1129,28.1852390335264,7.872169494516891,200,Rice,Drip Irrigation,77.73910622254868
561,16.85928416510388,6.4562575087962095,156,Rice,Flood Irrigation,42.55671382553224
601,30.151020532175703,7.3776741293110275,296,Barley,Drip Irrigation,74.0442484282883
1395,28.543847213736875,8.15793324470856,129,Soybean,Drip Irrigation,71.26456903361779
669,20.74488154098521,7.347589564546913,96,Barley,Drip Irrigation,38.719905865613136
1215,13.40672776598887,6.198878424260902,166,Maize,Sprinkler Irrigation,40.5231652726699
855,30.14719586778399,5.573202344669614,173,Rice,Sprinkler Irrigation,70.71138584467072
1416,25.6092310271138,8.11029662170279,192,Maize,Drip Irrigation,65.93573662426634
695,33.16955175206918,5.563808232551161,74,Wheat,Flood Irrigation,54.41840158610444
1119,25.604905033359803,8.124105018052598,85,Wheat,Drip Irrigation,56.22061335612756
737,35.5654450095562,7.086811402081636,252,Barley,Flood Irrigation,77.71900233567256
1278,26.557205163234567,8.317203095538689,100,Soybean,Drip Irrigation,63.89992358680293
1476,26.828139146061588,7.896349707320996,64,Maize,Flood Irrigation,56.42480546065504
1191,36.29960807975035,8.493802331600012,117,Soybean,Sprinkler Irrigation,70.62766257385636
616,22.104485986371916,6.5521354463551305,70,Barley,Flood Irrigation,45.123938218354574
1163,14.02045685351922,7.801564866793381,190,Wheat,Drip Irrigation,49.08676885168012
587,10.863480289400169,6.705792740827727,263,Soybean,Sprinkler Irrigation,33.5369947479141
779,32.65411767020857,6.939626860911726,68,Soybean,Flood Irrigation,58.77072719778997
892,28.60928654060394,7.382516389655111,83,Wheat,Flood Irrigation,61.69508977453971
1464,31.122393042976707,8.121031342559016,127,Maize,Flood Irrigation,70.02863965623969
414,16.388924845267322,8.452250407597885,174,Wheat,Flood Irrigation,36.34917493496976
464,14.091144267603092,7.804820241593554,245,Soybean,Flood Irrigation,35.06014134243801
920,10.43633997003646,6.753300346502002,289,Maize,Sprinkler Irrigation,48.76399288720354
1047,20.51762676419791,6.764071006831211,166,Maize,Sprinkler Irrigation,60.237475814886615
1486,27.697530605638992,7.712746904766675,101,Wheat,Sprinkler Irrigation,67.0369604377
992,21.76732135299197,6.216331437304907,287,Soybean,Sprinkler Irrigation,75.20466846845632
791,23.124247660711877,5.831422339394184,76,Barley,Drip Irrigation,48.57003883341875
818,37.12476083481245,6.56386647292233,206,Soybean,Sprinkler Irrigation,90.6131066923782
688,20.44766401069901,6.3617169749622455,288,Rice,Flood Irrigation,52.68349522002768
778,25.419684674794325,6.3889243613679705,205,Barley,Flood Irrigation,60.32571153915072
630,33.50959038223429,6.20082325314973,84,Maize,Sprinkler Irrigation,53.440070100591726
1417,21.896283469638107,5.626279568909085,185,Barley,Flood Irrigation,63.35062019434774
440,28.662601006836205,5.553621804200241,193,Maize,Sprinkler Irrigation,54.95073943282362
1451,35.87091126240236,8.463167169208095,155,Maize,Flood Irrigation,82.23866166544346
534,38.48561870972927,6.783319401207587,213,Barley,Drip Irrigation,77.27329393628806
600,14.41220442787114,6.652979941479045,207,Maize,Drip Irrigation,43.149626383824206
1179,37.79762875484484,7.53894184807921,195,Maize,Sprinkler Irrigation,79.08325663538608
1329,24.763488792386145,6.154761663595193,51,Rice,Sprinkler Irrigation,54.89458576639739
1456,17.74733164896875,8.349883551850676,226,Soybean,Sprinkler Irrigation,56.819757170969936
1471,23.77407268714784,7.859035043246656,126,Soybean,Flood Irrigation,66.64244672558704
902,39.40097725856431,5.768233006936779,181,Rice,Sprinkler Irrigation,79.35366212306803
806,24.77854281978609,6.752742327354785,139,Barley,Drip Irrigation,52.613768814990166
1204,19.862548308625247,8.137354922686495,138,Wheat,Flood Irrigation,54.20064482418041
498,29.002025629501773,8.334196066874231,143,Wheat,Sprinkler Irrigation,48.01650293801638
1083,17.204368563345792,6.902204533749609,252,Wheat,Flood Irrigation,62.33153600242273
1125,12.275899843259918,7.340234167632123,56,Rice,Flood Irrigation,39.81378010729138
1360,13.866391657319475,6.001101838276226,144,Rice,Sprinkler Irrigation,51.34594245305439
1012,13.841375168733173,8.47350587841093,157,Maize,Flood Irrigation,44.26310556911994
1042,14.55708080536883,6.19501510415033,123,Wheat,Drip Irrigation,32.21848655507067
1428,14.164815179482304,8.328195322405378,88,Barley,Drip Irrigation,39.80557249017345
902,29.22624234409644,7.448939946977106,190,Barley,Flood Irrigation,66.90598770683532
1166,15.456402531974344,7.323210384636577,208,Wheat,Sprinkler Irrigation,47.39335763668682
797,20.370018499715897,7.038065533049526,120,Wheat,Flood Irrigation,45.45714336049525
1270,36.90365229718036,6.192009435153276,240,Wheat,Drip Irrigation,97.67116235575976
1194,24.218849207886173,6.029584096016524,105,Rice,Flood Irrigation,49.2513024797461
792,30.02673215563081,6.161458627210526,290,Rice,Flood Irrigation,71.61181665000592
606,15.169596136048895,6.059314786432764,219,Rice,Drip Irrigation,45.57983098502874
1438,15.768670564260123,7.83875342070026,238,Soybean,Flood Irrigation,62.83759765218991
1291,11.226058487994363,6.55037577750019,91,Barley,Flood Irrigation,42.34873805153943
1263,15.068051892164936,5.673528029690189,233,Barley,Sprinkler Irrigation,60.36946917330586
1142,18.35771017095876,8.407307890422434,85,Maize,Sprinkler Irrigation,44.36951150067232
963,15.310314528302404,8.151357654890276,133,Rice,Drip Irrigation,43.74016002537645
1420,12.661076012711668,8.283256849585639,245,Soybean,Drip Irrigation,53.25280981104459
495,13.619076133018025,8.484723467939306,167,Soybean,Drip Irrigation,27.01623683361632
884,23.82336304098177,6.021685747658462,56,Barley,Sprinkler Irrigation,46.1291399114814
630,16.190011552173775,6.688726056707976,103,Rice,Drip Irrigation,34.80500492623178
1148,20.928095831442263,7.774715427112274,178,Maize,Drip Irrigation,53.31134567693226
940,25.10251812564571,7.588061854161377,221,Rice,Drip Irrigation,61.40886689777975
1459,30.71184485888096,5.961687719019565,169,Wheat,Sprinkler Irrigation,82.21290070281879
924,11.179364195232967,7.947499374971853,222,Rice,Flood Irrigation,42.34280144805432
977,33.98231196727128,6.1733217155099815,155,Wheat,Drip Irrigation,72.74013890580815
1081,28.837011684727237,6.171452844467869,96,Wheat,Flood Irrigation,53.42726528784187
956,12.452770958466155,7.11092326868024,172,Maize,Drip Irrigation,40.75976994029606
1412,36.20735872320331,7.27881980452511,190,Barley,Flood Irrigation,82.14337863820954
1045,37.6261720159544,7.240258623513434,168,Rice,Sprinkler Irrigation,84.57415430293422
1195,11.832338795645912,5.774460512193265,199,Wheat,Sprinkler Irrigation,48.45598140268981
1451,18.30632944441611,8.13238258789114,167,Rice,Drip Irrigation,51.93356870972928
589,34.18603839379184,6.296800127766118,70,Barley,Flood Irrigation,57.15774096575527
1032,32.447790711509754,5.8885447638484125,263,Barley,Sprinkler Irrigation,90.18809446502875
1027,15.53563058069132,8.166244239606932,269,Soybean,Drip Irrigation,57.56503663754621
1372,16.28047970010131,8.36695449468926,186,Barley,Drip Irrigation,54.82639631380312
1109,21.11416308374146,8.086382851796351,75,Maize,Sprinkler Irrigation,38.5480036267852
1048,24.53568955573064,7.928548224174634,58,Wheat,Sprinkler Irrigation,55.81443838407831
717,28.54764314590888,7.465725941917065,64,Soybean,Drip Irrigation,45.52187696484967
1083,21.067409187093173,7.152572111827418,59,Maize,Flood Irrigation,49.52488912134664
1063,23.876041483994435,5.76096027973423,265,Rice,Flood Irrigation,70.42532727476612
841,32.4241281440127,6.725359639212096,171,Wheat,Flood Irrigation,73.29301230001107
963,11.100496086717936,6.618065551036942,170,Barley,Drip Irrigation,46.20898350737939
1351,17.573108330320622,6.2792613512809785,174,Wheat,Sprinkler Irrigation,61.46182614245664
1098,31.400487576536573,7.670260341065755,219,Rice,Drip Irrigation,79.39948548147305
512,36.856205130615976,6.987627205236312,121,Soybean,Sprinkler Irrigation,63.15685835467318
401,25.35032326346998,5.743138647722944,201,Soybean,Flood Irrigation,52.48937688939503
1041,25.96340455795947,6.160549605849434,257,Soybean,Flood Irrigation,73.83550107416939
619,13.215160340193282,7.549776290978787,98,Barley,Sprinkler Irrigation,25.20361539948627
1254,23.42237100470364,5.728392578470901,203,Maize,Sprinkler Irrigation,81.39278990417611
784,25.97851799365069,8.053620742146306,140,Maize,Drip Irrigation,47.57874407373086
1476,17.27411510904189,6.985439581041923,86,Wheat,Flood Irrigation,55.07071958443103
1129,18.07729692848143,6.941759731979944,117,Barley,Drip Irrigation,50.09841010145734
646,21.31852489313868,7.277223353978552,99,Soybean,Drip Irrigation,41.3927016723706
1235,10.602135933331793,7.974042897775448,201,Soybean,Drip Irrigation,52.15454860401599
602,19.66237496749535,6.543427623706579,68,Rice,Flood Irrigation,36.73859446683576
522,16.34344020989634,7.534048457677191,149,Rice,Drip Irrigation,31.612528800778048
800,19.82492056533744,7.1971958919873735,109,Soybean,Drip Irrigation,43.70164095029845
1166,13.592863954577536,6.301084810508264,216,Soybean,Drip Irrigation,51.79123496632364
693,36.71581842219685,8.135889959065473,251,Barley,Drip Irrigation,80.27837105924758
679,27.80777360662146,7.892278064820784,138,Maize,Drip Irrigation,57.37247243843811
1283,30.37306957433469,7.475355503975276,195,Rice,Drip Irrigation,71.47345364173113
597,33.67513715822015,8.051745187282727,196,Maize,Flood Irrigation,71.92589595277886
1381,24.95326596787172,8.101882602879407,213,Barley,Drip Irrigation,68.87163452170647
1151,12.607608642622711,7.625088930145104,251,Soybean,Sprinkler Irrigation,53.99930471705475
543,26.113196254556435,8.011039985091017,274,Maize,Drip Irrigation,64.4928652632561
1008,27.60523354062637,7.592414385007851,232,Soybean,Drip Irrigation,71.41996499407702
586,32.3631842255299,7.540422315280901,291,Soybean,Flood Irrigation,73.7383891194702
863,22.94978638689038,7.355834134645553,118,Wheat,Flood Irrigation,46.330023401081135
1059,13.827409083866913,7.758149918672924,224,Maize,Sprinkler Irrigation,47.45984125193782
1163,18.513277173961733,5.975815315879221,98,Maize,Sprinkler Irrigation,56.70414479182855
1354,20.89246889195905,8.142612277596786,276,Soybean,Flood Irrigation,65.40414659709971
802,29.37751723994804,8.115530583235696,157,Barley,Flood Irrigation,55.97899800363584
546,27.12334914006736,5.587741849103677,275,Wheat,Drip Irrigation,64.1137958961751
1263,20.68290177693539,7.977450251694288,210,Soybean,Flood Irrigation,62.00822156160283
888,39.59545746378939,5.886609602420336,168,Rice,Sprinkler Irrigation,74.55643974090438
1328,28.173244580706616,6.5053565627774255,198,Rice,Drip Irrigation,68.84135446483312
950,17.116803752079832,7.730524768874823,258,Wheat,Sprinkler Irrigation,53.709381925573815
737,13.053474178612111,5.982279688144924,199,Barley,Drip Irrigation,35.81677466513713
1271,14.58577417552996,7.953901072357187,225,Soybean,Flood Irrigation,47.85950257216656
1040,17.378731851535242,7.996402533873226,86,Maize,Sprinkler Irrigation,33.07395066274172
872,14.820441197786671,7.022403201282509,192,Wheat,Drip Irrigation,40.59279684844835
550,15.597010721539172,5.519157615150501,212,Barley,Drip Irrigation,48.21343338535979
662,18.55285506081541,6.361114399524738,269,Maize,Flood Irrigation,60.02559357277906
543,15.201207858842643,7.350780755127227,248,Rice,Flood Irrigation,53.35525474410255
745,36.90296273879275,8.443558534082271,209,Rice,Flood Irrigation,83.679136332592
1023,12.407012369849266,7.395440581050005,60,Maize,Sprinkler Irrigation,34.21120094207612
1416,25.73534168710764,6.27941074319248,187,Wheat,Drip Irrigation,78.20257941828166
1280,22.31190480968985,7.402017109298834,250,Rice,Flood Irrigation,69.91933344936669
401,39.47135850725819,7.119956139147567,127,Soybean,Sprinkler Irrigation,68.2864497426535
1296,13.36116706504157,7.839536185453431,126,Maize,Sprinkler Irrigation,52.60069346757136
653,21.935667971372247,5.820941916480876,234,Maize,Sprinkler Irrigation,59.57768246438077
852,39.08411299826106,7.7830837075060835,202,Rice,Flood Irrigation,86.06619497510562
1460,35.96521377681941,7.123799736028331,51,Wheat,Flood Irrigation,69.3284631502799
1414,34.512162128478394,8.388976011576984,113,Soybean,Drip Irrigation,71.23909754827248
408,17.737084811348197,6.525616498116058,84,Wheat,Drip Irrigation,31.674742209765014
1215,15.126627621701974,7.397865679401844,56,Barley,Flood Irrigation,38.54386842406623
607,30.05929659773293,8.296084316530052,134,Barley,Sprinkler Irrigation,50.93710532651481
803,37.88127967382758,5.807529183972038,195,Rice,Sprinkler Irrigation,92.8037490624534
551,26.70288679041789,8.311685461709352,116,Rice,Sprinkler Irrigation,46.913929781782464
453,27.148380684096995,7.563657166902439,91,Rice,Drip Irrigation,41.54163143141731
1027,18.39937280980853,5.703511177315516,167,Barley,Sprinkler Irrigation,54.1901309968849
986,33.084787995758106,6.402890700840449,174,Wheat,Drip Irrigation,74.06853410501442
503,15.6113124567257,7.624516265935845,216,Wheat,Drip Irrigation,40.7669488926723
653,19.71037709212731,5.702051804406315,218,Rice,Sprinkler Irrigation,45.052876952623166
909,22.763093158492502,7.24651138052882,290,Soybean,Sprinkler Irrigation,73.29135045951544
498,25.22831136053365,6.53764917085887,252,Wheat,Flood Irrigation,66.6713158012785
552,17.272291972452408,7.362746553302431,280,Barley,Flood Irrigation,57.57454871225618
1313,13.445104742176106,5.637226101437538,73,Maize,Sprinkler Irrigation,44.08036370307058
1277,28.318601273248976,8.11461041845713,237,Maize,Drip Irrigation,78.8010863737818
737,18.65891659720767,8.420466907532191,95,Maize,Drip Irrigation,31.05630634071088
1221,27.437146642678368,8.406633565857074,68,Soybean,Drip Irrigation,59.726949475290354
1356,14.63088145822607,7.748955495228774,117,Rice,Drip Irrigation,46.52734973135125
560,24.434203055644524,5.890258720391896,267,Barley,Drip Irrigation,60.46875406448679
1200,25.977682976547577,7.774789587787067,151,Soybean,Flood Irrigation,66.84066874745143
797,11.554706104672809,5.5737607493764045,91,Barley,Sprinkler Irrigation,35.741782838711906
1215,20.098128345817617,5.566370654586992,81,Barley,Flood Irrigation,51.71749538792711
800,14.032440308169228,6.470830657448624,216,Rice,Drip Irrigation,47.89891204799861
1039,11.901249114183033,6.965929571213997,158,Maize,Drip Irrigation,35.34142946917875
1456,39.69880697169836,7.811222253423379,287,Rice,Drip Irrigation,107.96168313677258
1087,19.67061534924169,7.549886129819516,85,Soybean,Drip Irrigation,40.152084824049
859,34.29623337563905,6.8377081191302445,281,Soybean,Sprinkler Irrigation,79.5218055848022
1354,17.639219642912916,6.3208799988449975,278,Soybean,Drip Irrigation,69.00864769383206
869,30.44508166671788,8.491373500473134,146,Rice,Sprinkler Irrigation,66.23745692022284
1445,32.80683579669059,6.778543906707919,213,Barley,Drip Irrigation,91.42290904769835
1149,27.869162218235328,6.854161072989026,180,Barley,Sprinkler Irrigation,69.05129807184929
437,24.14728565650475,5.990871463575008,122,Wheat,Flood Irrigation,49.04425236887617
629,22.355227424418054,7.884428646249788,185,Soybean,Drip Irrigation,40.39869159748302
962,20.46604799628986,7.581046677344466,146,Barley,Sprinkler Irrigation,45.7803786890981
837,37.88587432743478,6.162308838366281,172,Wheat,Flood Irrigation,74.9494416171016
426,34.918582233631874,5.747143136847528,119,Barley,Drip Irrigation,67.56465162555185
625,38.95080731999538,7.541497906224139,218,Soybean,Drip Irrigation,80.91648598208484
1197,13.72891670456634,7.463533642843405,280,Maize,Drip Irrigation,58.5295716506857
683,31.92602425610933,6.319778580994628,245,Soybean,Sprinkler Irrigation,74.8181545413216
1278,38.150213704631135,8.352590686751231,62,Rice,Sprinkler Irrigation,80.12183556359486
1359,15.436991984969804,5.9531736753427005,98,Barley,Flood Irrigation,47.37824229423655
852,11.994888021003325,6.797004403127806,109,Barley,Sprinkler Irrigation,25.767986682579178
1419,32.23361947870177,8.330847760502797,179,Rice,Sprinkler Irrigation,83.40470961902358
1215,27.234193395397355,6.759181950778367,237,Rice,Drip Irrigation,76.24212137756462
1058,35.25486330274816,7.415577842992256,54,Maize,Drip Irrigation,69.37949765896664
946,14.193171298788684,6.692783193888383,221,Barley,Drip Irrigation,48.70036652347372
1472,33.858019355796706,6.32264560704601,76,Barley,Drip Irrigation,70.98829020108356
416,16.048819601432335,8.451932943879484,209,Maize,Drip Irrigation,38.40347211980443
557,14.909678285971136,6.728002018945129,198,Wheat,Drip Irrigation,39.8993887447736
876,14.927973937929789,8.182297611037402,57,Maize,Drip Irrigation,30.17207709919192
1469,34.43724160694146,6.189863817673259,279,Soybean,Flood Irrigation,104.63898724565276
917,29.955916620886004,6.13931411207525,249,Barley,Flood Irrigation,70.401734320255
498,25.69196274307358,5.593402248653534,99,Rice,Flood Irrigation,48.64073291968321
1460,20.764914523705077,7.455000476127655,116,Soybean,Flood Irrigation,52.94238738250892
679,36.31601622439325,6.605579031171283,295,Barley,Drip Irrigation,71.39013640864702
896,21.773353222679063,8.09307474951891,93,Maize,Flood Irrigation,43.44905438986966
701,34.49798318414732,6.919629720074672,174,Soybean,Drip Irrigation,69.48283002107067
580,23.17404725710655,8.404580283744165,107,Barley,Flood Irrigation,43.36952083292529
1006,21.308332882747223,6.056576547109364,52,Wheat,Sprinkler Irrigation,44.0816424869824
1099,23.880393570088195,8.105869503866833,135,Wheat,Flood Irrigation,47.64384957177877
1392,19.04133622492426,7.829790558375225,119,Rice,Flood Irrigation,48.530265334361616
590,32.428281405287535,7.812765533932156,179,Barley,Drip Irrigation,69.30168522350051
652,25.08161170277437,8.034349684350662,264,Wheat,Flood Irrigation,56.81057853900708
1380,16.96638085440452,7.783071972828995,221,Maize,Sprinkler Irrigation,67.49955498441132
1327,36.987237198237054,7.378660964894246,51,Barley,Drip Irrigation,77.613455330424
527,21.516736641196346,5.8937346330471625,151,Maize,Drip Irrigation,44.53873267401984
417,26.306585833419657,5.597578538473756,258,Maize,Flood Irrigation,58.75932585766847
965,37.19416332893641,8.26254354344706,84,Wheat,Drip Irrigation,72.2057227521634
969,28.727139877419763,7.349950943562214,147,Barley,Drip Irrigation,61.26625170353712
1085,13.506941221250925,7.889611872928529,264,Soybean,Drip Irrigation,44.85293738751953
1025,38.19496370840425,6.94456705453765,79,Wheat,Drip Irrigation,74.61489455664737
1253,28.831241592142536,5.851924566887184,165,Wheat,Drip Irrigation,75.18933049373037
1361,20.047168439712586,5.875557376607651,57,Barley,Drip Irrigation,56.92816891992747
554,14.178162179901618,7.556695861686914,199,Barley,Sprinkler Irrigation,38.88182654328008
889,33.82075567810888,6.790917684698388,93,Maize,Flood Irrigation,61.48356326253797
1184,28.602182677855406,6.10157418010101,235,Barley,Sprinkler Irrigation,84.22851985459175
645,26.003832759289647,6.97478364022431,85,Maize,Drip Irrigation,53.29113402188007
1462,36.816777491528725,5.692626811225402,246,Wheat,Drip Irrigation,98.84594243476832
1158,33.65791633673592,7.245914205743196,126,Rice,Flood Irrigation,72.05665566628235
937,14.550246391982537,6.306980213305293,270,Soybean,Sprinkler Irrigation,48.335054045837694
1320,19.351662033866447,7.892677301911565,80,Wheat,Flood Irrigation,44.60450673524416
807,17.45467419443397,6.431085876770721,96,Barley,Sprinkler Irrigation,42.86368774790628
924,32.31838877718031,6.865660447245404,298,Soybean,Drip Irrigation,80.23986076946616
1227,11.005973042073382,5.5348616197243015,104,Rice,Flood Irrigation,33.09504697669486
1302,27.09669054613949,5.717340663383677,257,Rice,Flood Irrigation,98.4297434404424
435,32.87376057222072,6.677480669220055,155,Maize,Drip Irrigation,52.83864972775753
1084,36.30296910285249,6.93981650415137,239,Soybean,Flood Irrigation,97.43857762814658
419,20.262452461477224,7.300061644357911,207,Maize,Sprinkler Irrigation,43.33643818050872
720,34.637719140160385,6.37498773612791,170,Wheat,Sprinkler Irrigation,70.18378824226572
911,13.318952108656216,7.5849456583796275,104,Soybean,Sprinkler Irrigation,30.06714548528707
799,35.39356875203555,8.080367191567614,193,Wheat,Sprinkler Irrigation,76.12380456860757
1053,13.824659869959472,7.839552966680049,61,Maize,Drip Irrigation,25.019012806028684
1371,21.918618716811014,5.618856476045071,194,Soybean,Flood Irrigation,59.25856994195553
870,33.91886097338661,6.941520841773487,193,Maize,Sprinkler Irrigation,81.74610742342597
1233,14.497522820463214,5.814790535254525,189,Soybean,Drip Irrigation,49.65684116615089
1126,16.877541856979246,6.226135047587582,185,Maize,Flood Irrigation,57.61448328799212
1253,31.667577051791987,8.45998777980144,261,Rice,Flood Irrigation,76.31410963360402
450,31.601096096382232,5.92748662870454,52,Maize,Drip Irrigation,53.28877610163718
974,29.23442898655892,6.996664460354069,193,Rice,Drip Irrigation,77.05604705302248
549,30.818453334013,7.354467202954357,79,Maize,Sprinkler Irrigation,47.7631386680352
713,26.281733300427884,7.607394911632312,286,Soybean,Flood Irrigation,57.4006045934473
969,17.553971767208584,7.178946050460742,72,Soybean,Flood Irrigation,46.99703511644092
704,20.370879805117585,5.529312542257551,141,Soybean,Drip Irrigation,52.30891623078573
1081,15.44793150404277,6.479383924731976,164,Barley,Flood Irrigation,45.86527323774367
1237,37.25351684000885,7.053134930154134,153,Wheat,Sprinkler Irrigation,80.72424513336176
1477,27.50175384298361,5.7635994974345,167,Soybean,Flood Irrigation,70.412170788358
1402,22.0255425029092,6.551880793627542,54,Rice,Drip Irrigation,60.47583682931851
843,23.860174109323975,5.599609326374099,261,Soybean,Drip Irrigation,64.87746447218454
1012,38.41850018835446,5.735735491465063,153,Barley,Sprinkler Irrigation,74.60273661186419
1392,14.600542093482408,6.690769828604788,297,Rice,Sprinkler Irrigation,67.1275028905764
663,27.58689496050392,5.898147262129181,157,Barley,Flood Irrigation,54.243981108604814
1476,25.17666036653398,7.202622544784674,114,Rice,Flood Irrigation,59.129672580916086
1403,28.343627063039435,7.568394907411797,170,Maize,Drip Irrigation,70.28815476092582
404,10.543305514625215,7.901760097327249,79,Wheat,Sprinkler Irrigation,16.42321465478518
1173,36.16371726832455,6.10045073273443,198,Wheat,Sprinkler Irrigation,78.39912565744423
1276,37.96354847450837,6.002447746777209,133,Barley,Sprinkler Irrigation,90.68617184426977
1391,26.953995507676268,5.813703521003201,247,Wheat,Flood Irrigation,84.70938477983694
1283,30.899524716306768,7.4092907486309105,199,Barley,Sprinkler Irrigation,75.26389062333467
446,37.67498143531887,7.619427179460704,259,Barley,Drip Irrigation,71.5769003625719
1266,31.21715902940196,5.594758434476926,249,Barley,Drip Irrigation,85.41009441056576
1222,14.57617128742784,8.30863673873107,280,Wheat,Flood Irrigation,62.18415865745824
1335,27.288650805004394,5.655913850954417,81,Barley,Flood Irrigation,68.14406864159615
1055,28.20145139148568,7.123889005903211,210,Wheat,Sprinkler Irrigation,75.44692057767799
668,22.72392013907158,7.627181558352749,294,Barley,Flood Irrigation,59.189629637000266
769,32.09332706874169,8.112907371238258,65,Soybean,Drip Irrigation,39.16954996465263
1035,38.03101044307044,7.6422607963972835,253,Barley,Sprinkler Irrigation,94.00105006139232
1056,37.767055387203285,7.905184249209375,87,Rice,Drip Irrigation,69.82423386702442
519,23.52518114212396,6.518350577628418,293,Barley,Sprinkler Irrigation,65.26190088528743
1230,13.397141375222658,7.944475341239537,275,Maize,Flood Irrigation,64.65290515355642
1481,39.54523596887004,5.740344539154026,191,Barley,Sprinkler Irrigation,108.72920804118544
1140,35.166942593378025,8.184449968181582,85,Rice,Sprinkler Irrigation,64.43240656299977
516,13.739880436098003,7.1427771284612085,274,Rice,Drip Irrigation,44.714065933052815
1190,37.625256478521166,7.951893309887481,200,Wheat,Drip Irrigation,91.16828040103402
1412,36.09689086186385,6.8569548535549005,163,Soybean,Sprinkler Irrigation,80.75003149307099
1481,25.56514171378216,7.430733085589575,286,Barley,Flood Irrigation,78.79568843054196
1033,27.73826307234788,7.07920798280834,115,Wheat,Flood Irrigation,56.66878575061075
912,21.970081116103906,7.694768565265996,154,Soybean,Drip Irrigation,51.06513297658376
1201,11.64284916466094,5.744889946091769,134,Barley,Flood Irrigation,42.29387545335802
959,20.05591724937703,5.681056251971691,51,Maize,Drip Irrigation,40.03278675884053
887,34.085603457940344,6.241309702030439,268,Barley,Flood Irrigation,78.35699870481834
1296,10.138960690138086,5.978634040339565,298,Rice,Sprinkler Irrigation,63.03087459650446
1103,20.004975150734325,8.115350699776606,250,Rice,Drip Irrigation,67.52591643137886
980,21.9450608077283,6.157641962074133,242,Maize,Drip Irrigation,71.81588125830626
1189,26.121868088137685,8.427595767457394,124,Wheat,Sprinkler Irrigation,56.10224281036932
1260,37.59566849238281,6.510687375313321,116,Soybean,Drip Irrigation,84.44075134923395
646,20.39037983097884,6.046353747066098,229,Barley,Flood Irrigation,55.494491765974935
1499,20.40859605688683,7.869095521427438,239,Rice,Flood Irrigation,65.90134629940874
553,32.125037443292456,7.476123326502629,200,Wheat,Drip Irrigation,67.9664006054744
1396,23.566538226694213,6.9945871493594165,203,Maize,Flood Irrigation,66.497607771095
1096,16.73814468819946,7.166090652812894,245,Rice,Drip Irrigation,55.31415271276496
1492,23.5731854839808,7.657605334816791,259,Maize,Sprinkler Irrigation,68.90091904381947
1470,14.225710611393996,6.185364223993896,104,Barley,Drip Irrigation,46.44673198193707
1408,15.2916095951867,8.489001748170226,55,Soybean,Sprinkler Irrigation,40.88871694151253
493,24.951033182184396,8.42437948644035,212,Rice,Flood Irrigation,59.48246327878337
1357,22.56776348513644,7.45097705904081,199,Rice,Sprinkler Irrigation,64.22221387861461
1411,37.445377032043,6.098627352787435,220,Barley,Flood Irrigation,88.99996510705498
852,20.871816973498994,7.540684727293874,192,Wheat,Drip Irrigation,59.95320086033136
1311,27.417650508341303,5.716595226937527,135,Soybean,Flood Irrigation,66.89052312321581
617,28.96792863758591,5.591957506617418,109,Rice,Drip Irrigation,46.7660696624397
873,10.392833697650008,6.273048665533641,150,Soybean,Drip Irrigation,36.16862189109165
831,29.90612116050132,6.8878688702179485,293,Rice,Sprinkler Irrigation,75.37957663392021
740,15.341079006092542,8.104817516225141,283,Soybean,Sprinkler Irrigation,61.40396169011439
950,38.832109524083656,7.681507209298924,61,Maize,Sprinkler Irrigation,70.3619800392637
756,14.459881832593387,7.728119563599943,288,Rice,Sprinkler Irrigation,49.42187185341602
422,22.43872371181071,6.776480003344226,98,Soybean,Flood Irrigation,33.722639514749595
921,12.560490042359316,6.537804977640889,91,Wheat,Flood Irrigation,34.93595931422203
1201,39.90622755537842,6.613116288953808,215,Maize,Flood Irrigation,99.43665850546898
1161,25.065850309937275,8.462948691208172,131,Maize,Drip Irrigation,58.55194899987587
841,27.861550519601312,5.620327574237447,222,Wheat,Flood Irrigation,65.33452217033735
1168,12.012294321652824,8.101094488367345,84,Soybean,Flood Irrigation,36.27028356450431
1415,32.498814111975335,7.236026225717181,207,Barley,Flood Irrigation,83.03313424216456
915,16.297167792867572,6.815846257568771,265,Wheat,Sprinkler Irrigation,57.857124690754624
1439,36.94162868322141,7.67577298124541,283,Soybean,Flood Irrigation,95.3668603114202
1191,16.154189214460217,6.960006824274108,207,Wheat,Drip Irrigation,52.93979380183605
735,15.720631619909998,8.120269714244982,255,Wheat,Sprinkler Irrigation,45.45150901421614
657,11.096490035442846,8.202105592033774,183,Rice,Drip Irrigation,36.39171462658353
